LAMMPS data file via write_data, version 2 Aug 2023, timestep = 8248, units = metal

1372 atoms
5 atom types

-2.0841804157169106 23.084180415716663 xlo xhi
-2.0841804157169106 23.084180415716663 ylo yhi
-2.0841804157169106 23.084180415716663 zlo zhi

Masses

1 58.933
2 58.69
3 51.96
4 55.847
5 54.94

Atoms # atomic

3 5 -0.21936620203073587 -2.0521613176097975 -0.3102461090041988 0 0 0
8 2 1.5451048482247236 -0.2632487544793842 -0.2917138791083768 0 0 0
46 4 -2.0680842068870398 3.332051912729438 3.3537038099437884 1 0 0
12 2 5.143831374590334 -0.27337489732953063 -0.29460135941999843 0 0 0
11 1 6.870993958102454 -2.081618686521059 -0.2806412309807365 0 0 0
10 2 6.888760364049887 -0.26537837181412127 -2.039933916323338 0 0 0
9 1 5.143682392458871 -2.0794384733439903 -2.041289819703117 0 0 0
14 4 8.680250993616355 -0.3000758895654153 -0.26910603772673497 0 0 0
17 4 -0.2638695239992212 1.5062029914225485 -0.29812049073770475 0 0 0
22 3 1.5925348825285617 3.24665195551173 -0.29586099317239856 0 0 0
21 1 3.3330453024984474 1.5279015492877617 -0.2809010252675443 0 0 0
19 2 1.5695631464782693 1.5120671364612766 -2.079306979266021 0 0 0
25 2 6.891042649993106 1.508800485927495 -0.2768478794787378 0 0 0
26 1 5.080869673400053 3.3029060570927693 -0.2619691019471225 0 0 0
24 4 6.891040121167224 3.298790497464879 -2.033912943793896 0 0 0
27 1 8.692469623180072 1.5047960769614375 -2.0767043835977272 0 0 0
28 2 8.690169746495844 3.273462572884576 -0.2787489947811373 0 0 0
702 3 10.492815115110146 1.5232846553066879 -0.2889923250595033 0 0 0
31 1 -0.2573237986724152 -2.0457194166212282 3.3320766062298146 0 0 0
32 5 -2.062012332584817 -0.2628572756764188 3.336547823994473 0 0 0
30 5 -0.20822703583511976 -0.2447037793161016 1.5330102089651474 0 0 0
36 5 1.5845287014012022 -0.29321560096026267 3.2865480423729907 0 0 0
34 4 3.349852147605752 -0.3116753726690903 1.4573733723778721 0 0 0
23 1 5.115851591789059 1.5253717291321711 -2.0418738645027816 0 0 0
38 4 6.873852012388657 -0.27379796807644613 1.5034397122862566 0 0 0
40 3 5.050017505821961 -0.33504795392504616 3.3220674543869255 0 0 0
20 2 3.355242629113212 3.295515762872104 -2.0713082690043807 0 0 0
42 5 8.741450096447599 -0.27255223763522396 3.2806728725492045 0 0 0
687 5 10.495145464375593 -0.2638039053862282 -2.0679904433664476 0 0 0
44 3 -0.20700702096978968 3.270526139976997 1.557870318226303 0 0 0
45 2 -0.21759593070076025 1.5406251726389728 3.3389117138379616 0 0 0
50 2 1.547803036830953 3.313136620282296 3.327972564735203 0 0 0
47 1 1.5517382242930313 1.52359702480053 1.5233057669231589 0 0 0
49 3 3.287710087596324 1.5709859610442725 3.282107348243001 0 0 0
48 2 3.3095825323857913 3.3122291214887176 1.5197458179837033 0 0 0
52 4 6.915104623816447 3.280059570666042 1.4838681354363514 0 0 0
53 5 6.910973041728882 1.503987363226044 3.3006324398731315 0 0 0
51 2 5.0844705774769805 1.5260655729875072 1.4939528243271845 0 0 0
54 5 5.091737983935742 3.317281254127257 3.301804394260378 0 0 0
56 3 8.808591590042901 3.2479463501941916 3.320428975465417 0 0 0
55 1 8.717169921332271 1.5013054760856623 1.5192128720430729 0 0 0
6 4 3.3330565992013597 -0.2835009477173561 -2.0481654344260165 0 0 0
